,name,texts_number,texts_percent
343,Вера Рубер,1,0.00038491147036181676
344,Вера Селиванова,1,0.00038491147036181676
345,Вика Дорошенко,2,0.0007698229407236335
346,Виктор Леденев,1,0.00038491147036181676
347,Виктор Лукинов,1,0.00038491147036181676
348,Виктор Петровьский,1,0.00038491147036181676
349,Вл. Россельс,15,0.005773672055427252
350,Владимир Жиженко,1,0.00038491147036181676
351,Владимир Короткевич,1,0.00038491147036181676
352,Владимир Набоков,53,0.02040030792917629
353,Вс. Рождественский,2,0.0007698229407236335
354,Вукол Лавров,1,0.00038491147036181676
355,Віра Бідова,1,0.00038491147036181676
356,Віталій Геник,5,0.001924557351809084
357,Г. А. Островская,7,0.0026943802925327174
358,Г. Барабтарло,1,0.00038491147036181676
359,Г. Глазов,1,0.00038491147036181676
360,Г. Игнатович,36,0.013856812933025405
361,Г. Квитка-Основьяненко,1,0.00038491147036181676
362,Г. Конюшков,1,0.00038491147036181676
363,Г. Косов,1,0.00038491147036181676
364,Г. Куренева,1,0.00038491147036181676
365,Г. Попов,4,0.001539645881447267
366,Г. Рубцова,1,0.00038491147036181676
367,Г. Смирнов,2,0.0007698229407236335
368,Г. Снимщикова,1,0.00038491147036181676
369,Г. Цейтлин,1,0.00038491147036181676
370,Г. Черняхівський,1,0.00038491147036181676
371,Г. Шарангович,4,0.001539645881447267
372,Г. Шипов,23,0.008852963818321785
373,Г. Шумилова,1,0.00038491147036181676
374,Г. Эгерман,1,0.00038491147036181676
375,Г. Языкова,1,0.00038491147036181676
376,Галина Пагутяк,1,0.00038491147036181676
377,Геннадий Киселев,1,0.00038491147036181676
378,Геннадий Киселев,2,0.0007698229407236335
379,Георги Константинов,2,0.0007698229407236335
380,Герман Абрамов,1,0.00038491147036181676
381,Григорий Петников,27,0.010392609699769052
382,Григорий Петников,16,0.006158583525789068
383,Гөлсирә Ғиззатуллина,1,0.00038491147036181676
384,Д. Вейс,1,0.00038491147036181676
385,Д. Вознякевич,1,0.00038491147036181676
386,Д. Выгодский,1,0.00038491147036181676
387,Д. Каравкина,1,0.00038491147036181676
388,Д. Ковалев,3,0.0011547344110854503
389,Д. Кыйв,1,0.00038491147036181676
390,Д. Лившиц,1,0.00038491147036181676
391,Д. Мишне,1,0.00038491147036181676
392,Д. П. Понтекорво,1,0.00038491147036181676
393,Д. Подберезский,1,0.00038491147036181676
394,Д. Усов,1,0.00038491147036181676
395,Даши Чернинов,1,0.00038491147036181676
396,Дм. Брускин,1,0.00038491147036181676
397,Діодор Бобир,1,0.00038491147036181676
398,Е. А. Паклина,1,0.00038491147036181676
399,Е. А. Суриц,3,0.0011547344110854503
400,Е. Аксельрод,1,0.00038491147036181676
401,Е. Барон,1,0.00038491147036181676
402,Е. Бекетова,1,0.00038491147036181676
403,Е. Вайсброт,4,0.001539645881447267
404,Е. Васильева,1,0.00038491147036181676
405,Е. Весенин,14,0.005388760585065435
406,Е. Вильмонт,1,0.00038491147036181676
407,Е. Гальцова,1,0.00038491147036181676
408,Е. Голышева,2,0.0007698229407236335
409,Е. Е. Рудоманова,1,0.00038491147036181676
410,Е. Егорова,9,0.003464203233256351
411,Е. И. Серебро,1,0.00038491147036181676
412,Е. Калашникова,5,0.001924557351809084
413,Е. Каменская,1,0.00038491147036181676
414,Е. Л. Ланн,1,0.00038491147036181676
415,Е. Лысенко,2,0.0007698229407236335
416,Е. Любимова,1,0.00038491147036181676
417,Е. М. Егорова,2,0.0007698229407236335
418,Е. М. Чевкина,2,0.0007698229407236335
419,Е. М. Чистякова-Вэр,3,0.0011547344110854503
420,Е. Мариничева,3,0.0011547344110854503
421,Е. Маркова,1,0.00038491147036181676
422,Е. Михалевич,1,0.00038491147036181676
423,Е. Мозольков,10,0.003849114703618168
424,Е. Н. Троповский,2,0.0007698229407236335
425,Е. Н. Хохлова,1,0.00038491147036181676
426,Е. Нежинцев,3,0.0011547344110854503
427,Е. П. Йонайтене,1,0.00038491147036181676
428,Е. Панаско,1,0.00038491147036181676
429,Е. Полонская,1,0.00038491147036181676
430,Е. Рифтина,1,0.00038491147036181676
431,Е. Суриц,3,0.0011547344110854503
432,Е. Ф. Усиевич,2,0.0007698229407236335
433,Е. Цветков,4,0.001539645881447267
434,Е. Чеповецкий,1,0.00038491147036181676
435,Ева Эн,1,0.00038491147036181676
436,Евгения Чуприна,1,0.00038491147036181676
437,Едіт Богацька,2,0.0007698229407236335
438,Елена Костюкович,2,0.0007698229407236335
439,Елена Молочковская,1,0.00038491147036181676
440,Елена Щербань,2,0.0007698229407236335
441,Жанна Эзит,3,0.0011547344110854503
442,З. Баблоян,1,0.00038491147036181676
443,З. Венгерова,1,0.00038491147036181676
444,З. Вершинина,2,0.0007698229407236335
445,З. Крахмальникова,1,0.00038491147036181676
446,З. Островская,1,0.00038491147036181676
447,З. Петрушэня,1,0.00038491147036181676
448,Здравка Петрова,3,0.0011547344110854503
449,Земфира СӘХИПОВА,1,0.00038491147036181676
450,Златко Стайков,2,0.0007698229407236335
451,И. Айзеншток,2,0.0007698229407236335
452,И. Бессмертная,2,0.0007698229407236335
453,И. В. Дмоховская,1,0.00038491147036181676
454,И. Волевич,1,0.00038491147036181676
455,И. Гурова,1,0.00038491147036181676
456,И. Данилов,1,0.00038491147036181676
457,И. Дорба,5,0.001924557351809084
458,И. Каримов,1,0.00038491147036181676
459,И. Конюшенко,1,0.00038491147036181676
460,И. Лейтнер,1,0.00038491147036181676
461,И. М. Бернштейн,1,0.00038491147036181676
462,И. Новосельцева,1,0.00038491147036181676
463,И. С. Маршак,1,0.00038491147036181676
464,И. Сид,1,0.00038491147036181676
465,И. Смагин,1,0.00038491147036181676
466,И. Татаринова,2,0.0007698229407236335
467,И. Тогоева,1,0.00038491147036181676
468,И. Токмакова,1,0.00038491147036181676
469,И. Ф. Карабутенко,1,0.00038491147036181676
470,И. Щербина,1,0.00038491147036181676
471,Ив. Дорба,84,0.03233256351039261
472,Ива Митева,1,0.00038491147036181676
473,Иван Бурсов,1,0.00038491147036181676
474,Иван Добрев,1,0.00038491147036181676
475,Иван Карабутенко,2,0.0007698229407236335
476,Иван Костов,1,0.00038491147036181676
477,Иван Чигринов,3,0.0011547344110854503
478,Игорь Лосев,1,0.00038491147036181676
479,Идалия Кононец,1,0.00038491147036181676
480,Инна Сергеева,2,0.0007698229407236335
481,Ирина Климашевская,1,0.00038491147036181676
482,Ирина Константинова,1,0.00038491147036181676
483,Ирина Марченко,3,0.0011547344110854503
484,Ирина Соболева,1,0.00038491147036181676
485,Ирина Солодченко,1,0.00038491147036181676
486,Ирина Шкаровская,2,0.0007698229407236335
487,К. Васюков,1,0.00038491147036181676
488,К. Локс,1,0.00038491147036181676
489,К. М. Жихарева,1,0.00038491147036181676
490,К. Млинченко,1,0.00038491147036181676
491,К. Морозов,1,0.00038491147036181676
492,К. Телятников,1,0.00038491147036181676
493,К. Трофимов,7,0.0026943802925327174
494,К. Черкашин,36,0.013856812933025405
495,К. Чуковский,1,0.00038491147036181676
496,К. Я. Старосельская,2,0.0007698229407236335
497,Кандрат Крапіва,1,0.00038491147036181676
498,Кастусь Тарасаў,3,0.0011547344110854503
499,Катя Койчева,1,0.00038491147036181676
500,Кирил Георгиев,1,0.00038491147036181676
501,Константин Константинов,1,0.00038491147036181676
502,Кузьма Чорны,1,0.00038491147036181676
503,Л. Є. Вовчик,1,0.00038491147036181676
504,Л. Беспалова,1,0.00038491147036181676
505,Л. Блюмфельд,15,0.005773672055427252
506,Л. Білецький,1,0.00038491147036181676
507,Л. В. Стародубцева,2,0.0007698229407236335
508,Л. Василенко,1,0.00038491147036181676
509,Л. Володарский,1,0.00038491147036181676
510,Л. К. Чуковская,1,0.00038491147036181676
511,Л. Капылова,1,0.00038491147036181676
512,Л. Конрад,1,0.00038491147036181676
